,Company Name,Location,Industry,Produktbeschreibung,Vertriebserfolge,Mitbewerber-Analyse,Beschreibung der Marktsituation,Durchgeführte Marktanalyse,Zielbranchen,Sales-Channel,Vertriebsaktivitäten,Team Members,Finanzierungs-Summe,Phase,Art der Finanzierung,Finanzierungsziel,Business Type,Looking for Investment
4900,"Panair, Inc.",Tokyo,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,Handel & Einkauf,N/A,Nein,"Keisuke Wada, Masahiro Aoyama, Tatsuhiko Nagoshi, Takahashi Nobuyuki, Sato Shinsuke, Takumi Suganuma, Muraki Toshio, Fukuro Ito, Shibata Masahiro, Hironori Yokote, Eishi Nagatomo, Nagata Yuki, Taketo Nishimura, Ishikawa Masumi, Hyoeun Kim, Shuji Agemizu, Kazuyasu Nakahashi, Hyoyun Kim, Kim Takashi, Jie Iwashita",29.873.575 USD,N/A,Series D,N/A,N/A,N/A
4901,Panacela Labs,New York,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungGesundheitswesen & SozialesBiotechnologie,N/A,Nein,"Andrey Gudkov, Dmitry Tyomkin",39.902.600 USD,N/A,Series B,N/A,N/A,N/A
4902,Pamper Me Network,New York,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaMarketing & PRHardwareVertrieb & Marketing,N/A,Nein,,N/A,N/A,Pre-Seed,N/A,N/A,N/A
4903,Pampadu,Moscow,Banken & Finanzen + Versicherung,N/A,N/A,N/A,Keine Angabe,Nein,Banken & Finanzen + Versicherung,N/A,Nein,,400.000 USD,N/A,Series A,N/A,N/A,N/A
4904,Pamlico Biopharma,Oklahoma City,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungGesundheitswesen & SozialesBiotechnologie,N/A,Nein,"Clayton I. Duncan, Richard Gammans",2.200.000 USD,N/A,Series A,N/A,N/A,N/A
4905,Pam & Gela,Encino,Handel & Konsum,N/A,N/A,N/A,Keine Angabe,Nein,Handel & KonsumTextil & ModeHandel & EinkaufDesign,N/A,Nein,"Pamela Skaist-Levy, Gela Nash-Taylor",3.500.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
4906,ParkHub Inc.,Dallas,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,"Internet & MultimediaBanken & Finanzen + VersicherungHardwareZahlungenSoftwareVerkehr, Transport & Logistik + Automobil",N/A,Nein,"George Baker Sr., Jason Story, Kareem El Sawy, Tony Albanese, Chuck Haling, Conner Mowles, Elie Finegold, Geoffrey Byers, Laurens Eckelboom, Jake Edsell, Penny Kim, Todd Marshall, Jarrod Fresquez, Del Brown, Dave Livingston, Gregg Garrett, Nicholas Schanbaum, Samer Fallouh, Jeffrey T. Hinson, Jerry King III",19.660.000 USD,N/A,Series B,N/A,N/A,N/A
4907,Parkadom,Paris,,N/A,N/A,N/A,Keine Angabe,Nein,,N/A,Nein,,410.000 EUR,N/A,Seed,N/A,N/A,N/A
4908,Park My Van,Sydney,Gemeinschaft & Lifestyle,N/A,N/A,N/A,Keine Angabe,Nein,Gemeinschaft & LifestyleReisen & Tourismus,N/A,Nein,Jethro Batts,25.000 USD,N/A,Seed,N/A,N/A,N/A
4909,Paris New York,Paris,Lebensmittel & Getränke,N/A,N/A,N/A,Keine Angabe,Nein,Lebensmittel & Getränke,N/A,Nein,,N/A,N/A,Venture - Series Unknown,N/A,N/A,N/A
4910,Paris Food And Wine,Paris,Apps,N/A,N/A,N/A,Keine Angabe,Nein,AppsHandel & EinkaufLebensmittel & GetränkeMobilfunkbrancheSoftwareReisen & Tourismus,N/A,Nein,Paige Donner,50.000 USD,N/A,Seed,N/A,N/A,N/A
4911,Pareto Captive Services,Philadelphia,Banken & Finanzen + Versicherung,N/A,N/A,N/A,Keine Angabe,Nein,Banken & Finanzen + Versicherung,N/A,Nein,,522.140 USD,N/A,Seed,N/A,N/A,N/A
4912,Parentune,Gurgaon,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaGemeinschaft & LifestyleMedien & Verlagswesen,N/A,Nein,"Nitin Pandey, Pottu Venugopal, Vivekraj Shah",500.000 USD,N/A,Series A,N/A,N/A,N/A
4913,"ParentSquare, Inc.",Goleta,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,BildungSoftware,N/A,Nein,Anupama Vaid,4.172.569 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
4914,Parclick,Madrid,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,"Handel & EinkaufVerkehr, Transport & Logistik + AutomobilReisen & Tourismus",N/A,Nein,"Enrique Torras de Ugarte, Ivan Rodriguez, Luis Paris, Eduardo Layrisse",3.000.000 EUR,N/A,Venture - Series Unknown,N/A,N/A,N/A
4915,ParcelPoint,Surry Hills,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,Handel & Einkauf,N/A,Nein,"Elaine Stead, Conrad Yiu, Mehdi Fassaie, Julian Leach, Jo Murphy, Saatchi Goldwater",5.433.239 USD,N/A,Series A,N/A,N/A,N/A
4916,Paratus Diagnostics LLC,San Marcos,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungGesundheitswesen & SozialesBiotechnologie,N/A,Nein,John C. Carrano,8.005.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
4917,Parastructure,San Francisco,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITDaten & AnalytikDesignSoftware,N/A,Nein,"Steve O'Hara, Ryan Noon, Eric Botto, Salik Syed",2.500.000 USD,N/A,Seed,N/A,N/A,N/A
4918,Parametric,Philadelphia,Daten & Analytik,N/A,N/A,N/A,Keine Angabe,Nein,Daten & AnalytikBanken & Finanzen + VersicherungMobilfunkbrancheZahlungenSoftwareSport & Unterhaltung,N/A,Nein,"Barry Libert, Geoff Johnson, Jonathan Fiene, Kate Savarise",390.000 USD,N/A,Seed,N/A,N/A,N/A
4919,Parallel Universe,San Francisco,Unterhaltungselektronik,N/A,N/A,N/A,Keine Angabe,Nein,UnterhaltungselektronikHardwareSoftware,N/A,Nein,"Ron Pressler, Dafna Pressler",N/A,N/A,Seed,N/A,N/A,N/A
4920,Parallax Enterprises,Pikesville,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITGesundheitswesen & Soziales,N/A,Nein,"Alex Vayser, Barry Coggins, Bryan Barr, Jeff Woolford, Yves Arramon, Robb Goetz",1.000.000 USD,N/A,Seed,N/A,N/A,N/A
4921,Paragon Biosciences,Northbrook,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungGesundheitswesen & SozialesBiotechnologie,N/A,Nein,"Jeff Aronin, Jeff Aronin",97.633.366 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
4922,Paragon 28 Inc.,Englewood,Hardware,N/A,N/A,N/A,Keine Angabe,Nein,Hardware,N/A,Nein,"Albert DaCosta, Matt Jarboe, Frank Bono, Jim Edson, Stephen Oesterle",200.000 USD,N/A,Series B,N/A,N/A,N/A
4923,"Paradise Genomics, Inc.",Northbrook,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungGesundheitswesen & SozialesBiotechnologie,N/A,Nein,"Michael T. Falduto, Scott R. Magnuson, Gary M. Pusateri",650.000 USD,N/A,Seed,N/A,N/A,N/A
4924,Paradine,New York,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaDaten & AnalytikMobilfunkbrancheReisen & Tourismus,N/A,Nein,"Amish Shah, Eric Kagan, Lauren Kapp, Jake Farmakis, Chuck Casella, Lauren Kapp, Dan Roselli",300.000 USD,N/A,Seed,N/A,N/A,N/A
4925,Paradigm Exploration Company,Addison,Energie & Umwelt,N/A,N/A,N/A,Keine Angabe,Nein,Energie & UmweltBau und GebäudetechnikProduktionNatürliche Ressourcen,N/A,Nein,,600.000 USD,N/A,Seed,N/A,N/A,N/A
4926,Particle Code,Palo Alto,Unterhaltungselektronik,N/A,N/A,N/A,Keine Angabe,Nein,UnterhaltungselektronikHardwareSoftware,N/A,Nein,"Galia Benartzi, Yotam Shacham, Yudi Levi",3.000.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
4927,Particle 5,Santa Monica,Marketing & PR,N/A,N/A,N/A,Keine Angabe,Nein,Marketing & PRVertrieb & Marketing,N/A,Nein,"Earl Cole, Brian D. Lesk, Mark Thompson, Liming Dai",N/A,N/A,Seed,N/A,N/A,N/A
4928,Particle,Minneapolis,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITInternet & MultimediaSoftware,N/A,Nein,Jesse Schoff,999.997 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
4929,"Particle Industries, Inc.",San Francisco,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITInternet & MultimediaUnterhaltungselektronikHardwareSoftware,N/A,Nein,"Cyril Ebersweiler, Zach Supalla, Avidan Ross, Zachary Crockett, Mark Jacobsen, Kenneth de Spiegeleire, Jordan Husney, Stephanie Rich, Shawn Lim, William Hart, Brandon Satrom, Chi-hung Ma, Mohit Bhoite, Devin Helton",75.770.000 USD,N/A,Series C,N/A,N/A,N/A
4930,"Partender, Inc.",San Francisco,Events & Veranstaltungen,N/A,N/A,N/A,Keine Angabe,Nein,"Events & VeranstaltungenBanken & Finanzen + VersicherungLebensmittel & GetränkeMobilfunkbrancheDienstleistung, Beratung + Recht & SteuernSoftwareReisen & Tourismus",N/A,Nein,"Nikhil Kundra, Anjali Kundra, Sitora Serverova, Ishan Kulkarni, Erwin Felicilda, Spencer Ellinor, Sheila Emami, Chris Cordle, Alex Shifrin, Brian Sunter",2.050.000 USD,N/A,Seed,N/A,N/A,N/A
4931,Parsys Telemedecine,Vincennes,Produktion,N/A,N/A,N/A,Keine Angabe,Nein,Produktion,N/A,Nein,,2.000.000 EUR,N/A,Venture - Series Unknown,N/A,N/A,N/A
4932,"Parrotmob, Inc.",Atlanta,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaTelekommunikationHandel & EinkaufBanken & Finanzen + VersicherungMobilfunkbrancheZahlungenSoftware,N/A,Nein,Osa Gaius,N/A,N/A,Seed,N/A,N/A,N/A
4933,"Parrable, Inc.",Ann Arbor,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITKünstliche IntelligenzDaten & AnalytikMobilfunkbranchePrivatsphäre & SicherheitSoftware,N/A,Nein,"Joanne Wilson, Jamie Driver, Bob Cell, Carla Holtze, Christopher Ivey, Justin Greene, Alan Chapell, Eyas Ranjous, Dan Rector, Steven Adler, Alex Holderness, Drew Stirton, Chris Boucher, Nick Byrne, Erika Hanafin Feldhus, Chantal Galvez, Ian Flournoy, Juan Arias, Joe Congiusti, Gabriel Balsa, Stephen Martin, Josh Wolfson, Bill Harding, Rose Lopez, Taimur Shah, Kimberly Skelton",4.200.000 USD,N/A,Series A,N/A,N/A,N/A
4934,Parra Payments,Buenos Aires,,N/A,N/A,N/A,Keine Angabe,Nein,,N/A,Nein,Jonathan Rivas,70.000 USD,N/A,Pre-Seed,N/A,N/A,N/A
4935,Parlor Coffee,Brooklyn,Lebensmittel & Getränke,N/A,N/A,N/A,Keine Angabe,Nein,Lebensmittel & Getränke,N/A,Nein,Dillon Edwards,195.000 USD,N/A,Seed,N/A,N/A,N/A
4936,ParLevel Systems,San Antonio,Banken & Finanzen + Versicherung,N/A,N/A,N/A,Keine Angabe,Nein,Banken & Finanzen + VersicherungHardwareSoftware,N/A,Nein,"Chris Church, Luis Pablo Gonzalez, Alfonso Garcia, Gabriel Senior, Jeremy Zunker, Rafael Barroso, Alan Munson, Walter Teele, Pat Condon, Emilio Silvas",4.531.514 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
4937,Parlam,Barcelona,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,"Handel & EinkaufDienstleistung, Beratung + Recht & Steuern",N/A,Nein,"Roger Casals, Xavier Casals",200.000 EUR,N/A,Seed,N/A,N/A,N/A
4938,Parkwind,Leuven,Energie & Umwelt,N/A,N/A,N/A,Keine Angabe,Nein,Energie & UmweltNatürliche RessourcenNachhaltigkeit,N/A,Nein,"Eric Antoons, Paul Tummers, François Van Leeuw",N/A,N/A,Seed,N/A,N/A,N/A
4939,Parkt,Seattle,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,"EDV & ITInternet & MultimediaMobilfunkbrancheVerkehr, Transport & Logistik + Automobil",N/A,Nein,"Tov Arneson, Ian Lyman",138.745 USD,N/A,Seed,N/A,N/A,N/A
4940,Parko,Tel Aviv,Navigation & Kartografie,N/A,N/A,N/A,Keine Angabe,Nein,"Navigation & KartografieVerkehr, Transport & Logistik + Automobil",N/A,Nein,"Itai David, Tomer NeuNer, Andrea Krell, Moran Barda, Emmanuel Nehamias",1.600.000 USD,N/A,Seed,N/A,N/A,N/A
4941,PARKLU,Huangpu,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITVertrieb & MarketingSoftware,N/A,Nein,"Carman Chan, Kim Leitzes, Marshall Nu, Alex Xu, Anwei Chai, Elijah Whaley, Max Shi, Jessie Kang, Daisy Fang",800.000 USD,N/A,Seed,N/A,N/A,N/A
4942,Parklet,San Francisco,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITVerwaltungsdienstleistungenDaten & AnalytikSoftware,N/A,Nein,"Sarah Guo, Pankaj Shah, Dane Hurtubise, Andrew Hubbs, Britt Davies",1.500.000 USD,N/A,Seed,N/A,N/A,N/A
4943,ParkingMap,Paris,"Verkehr, Transport & Logistik + Automobil",N/A,N/A,N/A,Keine Angabe,Nein,"Verkehr, Transport & Logistik + Automobil",N/A,Nein,"Clement Rossigneux, Claude Avisse",2.500.000 EUR,N/A,Venture - Series Unknown,N/A,N/A,N/A
4944,Parking Panda,Baltimore,Navigation & Kartografie,N/A,N/A,N/A,Keine Angabe,Nein,"Navigation & KartografieVerkehr, Transport & Logistik + Automobil",N/A,Nein,"Adam Zilberbaum, Chaitenya Razdan, Ezra Smyser, Mark McTamney, Derek Nickerson, Nick Miller, Simon Casuto, Marc Philobos, Jonny Weiss, Bonsal Brooks, Michael Frye, Grady Linder, James Bain, Battsengel Lopez",4.975.000 USD,N/A,Seed,N/A,N/A,N/A
4945,Cargo Movil SAPI de CV,Puebla De Zaragoza,Apps,N/A,N/A,N/A,Keine Angabe,Nein,"AppsBanken & Finanzen + VersicherungProduktionMobilfunkbrancheZahlungenSoftwareVerkehr, Transport & Logistik + Automobil",N/A,Nein,,3.021.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
4946,Paloma Mobile,Sydney,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITMobilfunkbranchePlattformenSoftware,N/A,Nein,"Steve Langkamp, Anne-Marie Birkill, Jennifer Zanich",2.155.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
4947,"Palmetto Clean Technology, Inc.",Charleston,Energie & Umwelt,N/A,N/A,N/A,Keine Angabe,Nein,Energie & UmweltNatürliche RessourcenSoftwareNachhaltigkeit,N/A,Nein,"Chris Kemper, Will Szczerbiak, Cory Finnell, Michelle Stallings, Trent Hawthorne, Leon Keshishian, Kyle Burks",63.297.000 USD,N/A,Series B,N/A,N/A,N/A
4948,Palmap,Shanghai,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaDaten & AnalytikNavigation & KartografieSoftware,N/A,Nein,,4.397.955 USD,N/A,Series B,N/A,N/A,N/A
4949,"Palma Ceia SemiDesign, Inc.",Santa Clara,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITForschung & EntwicklungHardwareSoftware,N/A,Nein,"Alex Shubat, Timothy Ng, Roy E. Jewell, Jim Flowers, Mehrdad Shahabi, Mark Templeton, Kyung-Ho Kim, Susumu Kohyama, Shigero Fujii, Alan Holden, Milan Lazich",3.659.998 USD,N/A,Series B,N/A,N/A,N/A
4950,PalliaTech,Wakefield,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungGesundheitswesen & SozialesBiotechnologieGemeinschaft & LifestyleLebensmittel & Getränke,N/A,Nein,,N/A,N/A,Venture - Series Unknown,N/A,N/A,N/A
4951,Pallet USA,Hartford,Verwaltungsdienstleistungen,N/A,N/A,N/A,Keine Angabe,Nein,"VerwaltungsdienstleistungenProduktionVerkehr, Transport & Logistik + Automobil",N/A,Nein,"Jay Kern, Steve Balistreri",1.600.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
4952,Palico SAS,Paris,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,Handel & EinkaufMedien & VerlagswesenBanken & Finanzen + VersicherungSoftware,N/A,Nein,"Patrick Abouchalache, Nicolas Helleringer, Arthur de Catheu, Cedric Teissier, Julien Gervaz, Julien Pierson, Antoine Dréan, Jeff Davidson, Adrian Dultzin, Odile Vaicbourdt, Frederick Gorsetman, Gilles Laborderie, Catherine Barratt, Hugo Hassan, Etienne Viellard, Chris Jeffery, Bruno Lafleur, Claire Woolston Commons, Lujia (Lucas) Lin",7.300.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
4953,Palbin.com,Zaragoza,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITHandel & EinkaufVertrieb & Marketing,N/A,Nein,"Enrique Andreu, Vanessa Ibáñez Díez, Lorenzo Buil Sorrosal",N/A,N/A,Seed,N/A,N/A,N/A
4954,Pal+,Taipei,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITInternet & MultimediaTelekommunikationAppsMobilfunkbrancheSoftware,N/A,Nein,"Cjin Cheng, Yenwen Feng, James Hill",2.400.000 USD,N/A,Series A,N/A,N/A,N/A
4955,Pakia Software Services LLC,San Francisco,Banken & Finanzen + Versicherung,N/A,N/A,N/A,Keine Angabe,Nein,Banken & Finanzen + Versicherung,N/A,Nein,"Dimitris Tsingos, Georgios Krypotos",N/A,N/A,Seed,N/A,N/A,N/A
4956,"Pajarito Powder, LLC",Albuquerque,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungUnterhaltungselektronikHardwareProduktion,N/A,Nein,"Byron Mccormick, Thomas J. Stephenson, Barr Zulevi, Webb Johnson, Alexey Serov, Paul Short",9.441.939 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
4957,Pairy,Tokyo,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaAppsMobilfunkbrancheSoftware,N/A,Nein,"Toshimasa Takahashi, Koichiro Tawa",970.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
4958,PAIRIN Inc.,Denver,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,BildungInternet & MultimediaVerwaltungsdienstleistungenRegierung & MilitärSoftware,N/A,Nein,"Jason Palmer, Mark Grovic, Michael Simpson, Allison Phillips, Andre Bennin, Scott Miraglia",6.198.553 USD,N/A,Series A,N/A,N/A,N/A
4959,Paipai,Haidian,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaAppsMobilfunkbrancheSoftware,N/A,Nein,"Ming Dan, Geng Wang",33.714.410 USD,N/A,Series D,N/A,N/A,N/A
4960,Paint Nite LLC,Somerville,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,Handel & EinkaufEvents & Veranstaltungen,N/A,Nein,"Jason Finger, Sean McGrail, Daniel Hermann, David Krauter, Kate Keough",13.000.000 USD,N/A,Series A,N/A,N/A,N/A
4961,PagoFacil,Mexico City,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,Handel & EinkaufBanken & Finanzen + VersicherungMobilfunkbrancheZahlungenSoftware,N/A,Nein,"Javier Rincón, Alberto Alcocer, Eugenio Perea, Alfredo Segura, Abril Martínez",1.000.000 USD,N/A,Seed,N/A,N/A,N/A
4962,Paginemediche,Salerno,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,Gesundheitswesen & SozialesMobilfunkbranche,N/A,Nein,,N/A,N/A,Seed,N/A,N/A,N/A
4963,PageYourself,Paris,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaAppsSoftware,N/A,Nein,"Olivier Heckmann, Nicolas Fayon",700.000 EUR,N/A,Seed,N/A,N/A,N/A
4964,pagestrip,Vienna,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaMarketing & PRMedien & VerlagswesenVertrieb & MarketingSoftware,N/A,Nein,"Marcel Schnellinger, Georg Kaindl, Rene Giretzlehner, Bernhard Vallant",N/A,N/A,Seed,N/A,N/A,N/A
4965,PageLever,San Francisco,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaMarketing & PRHandel & EinkaufDaten & AnalytikVertrieb & MarketingSoftware,N/A,Nein,"David Turner, Jeff Widman, Jesse Channon",N/A,N/A,Seed,N/A,N/A,N/A
4966,"Paradigm Diagnostics, Inc.",Phoenix,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungGesundheitswesen & SozialesBiotechnologie,N/A,Nein,"Mara Aspinall, Grace Colon, David Mallery, Carey J. Ng, Brian Wright",23.929.993 USD,N/A,Series B,N/A,N/A,N/A
4967,Parabel Nutrition Inc.,Vero Beach,Agrikultur & Landwirtschaft,N/A,N/A,N/A,Keine Angabe,Nein,Agrikultur & Landwirtschaft,N/A,Nein,"Michael Buchen, Anthony Tiarks, Peter Sherlock, Paul Bartlett",N/A,N/A,Seed,N/A,N/A,N/A
4968,Papriika,New York,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaTextil & ModeGemeinschaft & LifestyleDesign,N/A,Nein,"Guy Lepage, Kawai Matthews, Will Cureton, Jorge Tapia",15.000 USD,N/A,Seed,N/A,N/A,N/A
4969,Papirus,Czestochowa,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITAppsSoftware,N/A,Nein,,500.000 USD,N/A,Seed,N/A,N/A,N/A
4970,Papillon Translations Ltd.,Newcastle Upon Tyne,"Dienstleistung, Beratung + Recht & Steuern",N/A,N/A,N/A,Keine Angabe,Nein,"Dienstleistung, Beratung + Recht & Steuern",N/A,Nein,Steve Kent,50.000 GBP,N/A,Venture - Series Unknown,N/A,N/A,N/A
4971,Papier Tigre SAS,Paris,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,Handel & EinkaufGemeinschaft & Lifestyle,N/A,Nein,,N/A,N/A,Seed,N/A,N/A,N/A
4972,Papertrail,Seattle,Software,N/A,N/A,N/A,Keine Angabe,Nein,Software,N/A,Nein,"Eric Lindvall, Troy Davis",N/A,N/A,Seed,N/A,N/A,N/A
4973,PaperKarma,Denver,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaAppsMobilfunkbrancheSoftwareNachhaltigkeit,N/A,Nein,"Sean Mortazavi, Jeffrey Treichel, Brendan Ribera",8.000.000 USD,N/A,Series A,N/A,N/A,N/A
4974,Paperfold,London,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITInternet & MultimediaTelekommunikationUnterhaltungselektronikHardwareMobilfunkbranchePlattformenSoftware,N/A,Nein,"Ian Small, Prav Enjapuri, Tamas Zelczer, Shash Deshmukh, Maria Krupska, Hannah Miles, Carl Daniel-Stanley, Vanja Pupavac",260.827 USD,N/A,Seed,N/A,N/A,N/A
4975,PaperFlies,Amsterdam,Gemeinschaft & Lifestyle,N/A,N/A,N/A,Keine Angabe,Nein,Gemeinschaft & LifestyleReisen & Tourismus,N/A,Nein,,100.000 EUR,N/A,Seed,N/A,N/A,N/A
4976,"Papeluk Co., Ltd.",Tokyo,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaAppsSoftware,N/A,Nein,"Matsuura Hiroshi, Ichiro Ozawa, Tomoyo Ozawa, Matsuura Kazuhiro",157.000.000 JPY,N/A,Seed,N/A,N/A,N/A
4977,PapaBox,Chengdu,Gaming,N/A,N/A,N/A,Keine Angabe,Nein,GamingSoftware,N/A,Nein,,13.000.000 CNY,N/A,Series A,N/A,N/A,N/A
4978,paOnde,Santiago,Apps,N/A,N/A,N/A,Keine Angabe,Nein,AppsMobilfunkbrancheSoftware,N/A,Nein,Matias Castro,40.000 USD,N/A,Seed,N/A,N/A,N/A
4979,PanXchange,Denver,Agrikultur & Landwirtschaft,N/A,N/A,N/A,Keine Angabe,Nein,Agrikultur & LandwirtschaftDaten & AnalytikBanken & Finanzen + VersicherungSoftware,N/A,Nein,"Chris Ennis, Julie Lerner, Andy Bose",N/A,N/A,Venture - Series Unknown,N/A,N/A,N/A
4980,PanX,Provo,Hardware,N/A,N/A,N/A,Keine Angabe,Nein,"HardwareDienstleistung, Beratung + Recht & SteuernSoftware",N/A,Nein,,N/A,N/A,Seed,N/A,N/A,N/A
4981,Pantry,San Francisco,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,Handel & EinkaufHardwareSoftware,N/A,Nein,"Don Hutchison, Alex Yancher, Tony Chen, Nicolas Bernadi, Hap Klopp, Art Tkachenko, Russ Cohn",2.300.000 USD,N/A,Seed,N/A,N/A,N/A
4982,Panthera Dental inc,Quebec,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,Gesundheitswesen & SozialesDesignProduktion,N/A,Nein,,N/A,N/A,Venture - Series Unknown,N/A,N/A,N/A
4983,"Pantheon Systems, Inc.",San Francisco,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaHardwareSoftware,N/A,Nein,"Rory O'Driscoll, Blake Bartlett, Ryan McIntyre, Elissa Fink, Chris Moody, Brett Slatkin, Edward Gilhuly, Zachary Rosen, Josh Koenig, Darin Wolter, Adam Ely, David Timothy Strauss, Mark Khavkin, Matt Cheney, Christy Marble, Casey Woo, Roland Smart, Maureen Gevertz, Nick Stielau, Niall Hayes, Doug Cone, Tessa Kriesel, Matt Stodolnic, Adam Arthur, Andrew Taylor, Scott Massey, David Needham, Emily Miller, Scott Gifis",100.000.000 USD,N/A,Series D,N/A,N/A,N/A
4984,Panorama9,San Francisco,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITSoftware,N/A,Nein,"Allan Thorvaldsen, Diego d'Ambra",900.000 USD,N/A,Seed,N/A,N/A,N/A
4985,"Panorama Education, LLC,",Boston,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,BildungDaten & AnalytikSoftware,N/A,Nein,"Amit Patel, Andrew Parker, Jed Smith, David Carel, Aaron Feuer, Alexander Tanner, Amit Frenkel, Ross Jensen, Darrell Pierre, Elizabeth Breese, Sarah Glover, Hunter Gehlbach, Carlon McPherson",32.670.001 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
4986,"Pacific Imperial Railroad, Inc.",San Diego,"Verkehr, Transport & Logistik + Automobil",N/A,N/A,N/A,Keine Angabe,Nein,"Verkehr, Transport & Logistik + Automobil",N/A,Nein,,267.000 USD,N/A,Seed,N/A,N/A,N/A
4987,Pacific Hunt Energy Limited,Singapore,Energie & Umwelt,N/A,N/A,N/A,Keine Angabe,Nein,Energie & UmweltNatürliche RessourcenNachhaltigkeit,N/A,Nein,,541.255 USD,N/A,Seed,N/A,N/A,N/A
